Category,Word,FirstLetter,Word,Freq
Stadt,Hohenfels,H,Hohenfels,21
Stadt,Hohenfinow,H,Hohenfinow,4
Stadt,Hohenfurch,H,Hohenfurch,6
Stadt,Hohengandern,H,Hohengandern,1
Stadt,Hohenhameln,H,Hohenhameln,11
Stadt,Hohenkammer,H,Hohenkammer,5
Stadt,Hohenkirchen,H,Hohenkirchen,3
Stadt,Höhenkirchen-Siegertsbrunn,H,Höhenkirchen-Siegertsbrunn,10
Stadt,Hohenleimbach,H,Hohenleimbach,2
Stadt,Hohenleipisch,H,Hohenleipisch,8
Stadt,Hohenleuben,H,Hohenleuben,11
Stadt,Hohenlinden,H,Hohenlinden,11
Stadt,Hohenlockstedt,H,Hohenlockstedt,2
Stadt,Hohenloher Ebene,H,Hohenloher Ebene,5
Stadt,Hohenloher Ebene,H,Hohenloher Ebene,7
Stadt,Hohenmölsen,H,Hohenmölsen,3
Stadt,Hohenpeißenberg,H,Hohenpeißenberg,16
Stadt,Hohenpolding,H,Hohenpolding,4
Stadt,Hohenroda,H,Hohenroda,1
Stadt,Hohenroth,H,Hohenroth,4
Stadt,Hohenstadt,H,Hohenstadt,8
Stadt,Hohenstein,H,Hohenstein,39
Stadt,Hohenstein-Ernstthal,H,Hohenstein-Ernstthal,31
Stadt,Hohentengen,H,Hohentengen,9
Stadt,Hohentengen am Hochrhein,H,Hohentengen am Hochrhein,1
Stadt,Hohenthann,H,Hohenthann,1
Stadt,Hohenwart,H,Hohenwart,5
Stadt,Hohenwarte,H,Hohenwarte,6
Stadt,Hohenwarth,H,Hohenwarth,3
Stadt,Hohenwestedt,H,Hohenwestedt,8
Stadt,Hohenzieritz,H,Hohenzieritz,3
Stadt,Hohes Kreuz,H,Hohes Kreuz,1
Stadt,Hohn,H,Hohn,63
Stadt,Höhn,H,Höhn,48
Stadt,Hohndorf,H,Hohndorf,8
Stadt,Höhndorf,H,Höhndorf,3
Stadt,Hohne,H,Hohne,7
Stadt,Hohnhorst,H,Hohnhorst,3
Stadt,Hohnstein,H,Hohnstein,21
Stadt,Höhr-Grenzhausen,H,Höhr-Grenzhausen,17
Stadt,Hoisdorf,H,Hoisdorf,2
Stadt,Holdorf,H,Holdorf,8
Stadt,Holldorf,H,Holldorf,1
Stadt,Holle,H,Holle,42
Stadt,Hollenbach,H,Hollenbach,9
Stadt,Hollenbek,H,Hollenbek,2
Stadt,Hollenstedt,H,Hollenstedt,3
Stadt,Holler,H,Holler,18
Stadt,Hollern-Twielenfleth,H,Hollern-Twielenfleth,3
Stadt,Hollfeld,H,Hollfeld,13
Stadt,Hollingstedt,H,Hollingstedt,1
Stadt,Hollstadt,H,Hollstadt,2
Stadt,Holm,H,Holm,82
Stadt,Holste,H,Holste,8
Stadt,Holstenniendorf,H,Holstenniendorf,1
Stadt,Holsthum,H,Holsthum,2
Stadt,Holt,H,Holt,177
Stadt,Holthusen,H,Holthusen,7
Stadt,Holtland,H,Holtland,1
Stadt,Holtriem,H,Holtriem,1
Stadt,Holtsee,H,Holtsee,3
Stadt,Holzappel,H,Holzappel,3
Stadt,Holzbach,H,Holzbach,7
Stadt,Holzdorf,H,Holzdorf,6
Stadt,Holzen,H,Holzen,10
Stadt,Holzgerlingen,H,Holzgerlingen,20
Stadt,Holzgünz,H,Holzgünz,2
Stadt,Holzheim,H,Holzheim,18
Stadt,Holzkirchen,H,Holzkirchen,82
Stadt,Holzmaden,H,Holzmaden,3
Stadt,Holzminden,H,Holzminden,86
Stadt,Holzsußra,H,Holzsußra,1
Stadt,Holzwickede,H,Holzwickede,14
Stadt,Homberg,H,Homberg,73
Stadt,Hömberg,H,Hömberg,5
Stadt,Homburg,H,Homburg,315
Stadt,Honigsee,H,Honigsee,1
Stadt,Hönningen,H,Hönningen,18
Stadt,Hontheim,H,Hontheim,2
Stadt,Hoogstede,H,Hoogstede,1
Stadt,Hopferau,H,Hopferau,6
Stadt,Höpfingen,H,Höpfingen,4
Stadt,Hoppegarten,H,Hoppegarten,18
Stadt,Hoppenrade,H,Hoppenrade,3
Stadt,Hoppstädten-Weiersbach,H,Hoppstädten-Weiersbach,4
Stadt,Hopsten,H,Hopsten,8
Stadt,Horath,H,Horath,2
Stadt,Horb am Neckar,H,Horb am Neckar,11
Stadt,Horbach,H,Horbach,8
Stadt,Horben,H,Horben,5
Stadt,Hördt,H,Hördt,3
Stadt,Horgau,H,Horgau,5
Stadt,Horgenzell,H,Horgenzell,2
Stadt,Hörgertshausen,H,Hörgertshausen,2
Stadt,Horhausen,H,Horhausen,2
Stadt,Höri,H,Höri,16
Stadt,Horka,H,Horka,6
Stadt,Hörlkofen,H,Hörlkofen,2
Stadt,Horn,H,Horn,564
Stadt,Horn-Bad Meinberg,H,Horn-Bad Meinberg,10
Stadt,Horn-Bad Meinberg,H,Horn-Bad Meinberg,12
Stadt,Hornbach,H,Hornbach,45
Stadt,Hornberg,H,Hornberg,20
Stadt,Horneburg,H,Horneburg,17
Stadt,Hörnergruppe,H,Hörnergruppe,1
Stadt,Hornstorf,H,Hornstorf,1
Stadt,Hörsel,H,Hörsel,3
Stadt,Hörselberg-Hainich,H,Hörselberg-Hainich,4
Stadt,Horst,H,Horst,932
Stadt,Horstedt,H,Horstedt,5
Stadt,Hörstel,H,Hörstel,16
Stadt,Hörsten,H,Hörsten,1
Stadt,Horstmar,H,Horstmar,11
Stadt,Hörup,H,Hörup,1
Stadt,Hösbach,H,Hösbach,6
Stadt,Hosenfeld,H,Hosenfeld,4
Stadt,Höslwang,H,Höslwang,1
Stadt,Hoßkirch,H,Hoßkirch,1
Stadt,Hosten,H,Hosten,1
Stadt,Hötensleben,H,Hötensleben,3
Stadt,Hövede,H,Hövede,1
Stadt,Hövelhof,H,Hövelhof,25
Stadt,Hövels,H,Hövels,3
Stadt,Höxter,H,Höxter,653
Stadt,Hoya,H,Hoya,56
Stadt,Hoyerhagen,H,Hoyerhagen,1
Stadt,Hoyerswerda,H,Hoyerswerda,136
Stadt,Hübingen,H,Hübingen,2
Stadt,Hückelhoven,H,Hückelhoven,30
Stadt,Hückeswagen,H,Hückeswagen,26
Stadt,Hude,H,Hude,26
Stadt,Hüde,H,Hüde,5
Stadt,Hüffelsheim,H,Hüffelsheim,4
Stadt,Hüffenhardt,H,Hüffenhardt,1
Stadt,Hüfingen,H,Hüfingen,19
Stadt,Hügelsheim,H,Hügelsheim,4
Stadt,Huglfing,H,Huglfing,6
Stadt,Huje,H,Huje,1
Stadt,Hülben,H,Hülben,6
Stadt,Hüllhorst,H,Hüllhorst,19
Stadt,Hummelshain,H,Hummelshain,2
Stadt,Hummeltal,H,Hummeltal,1
Stadt,Hümmerich,H,Hümmerich,3
Stadt,Humptrup,H,Humptrup,1
Stadt,Hundelshausen,H,Hundelshausen,5
Stadt,Hunderdorf,H,Hunderdorf,2
Stadt,Hunding,H,Hunding,3
Stadt,Hundsangen,H,Hundsangen,7
Stadt,Hundsbach,H,Hundsbach,5
Stadt,Hundsdorf,H,Hundsdorf,1
Stadt,Hünfeld,H,Hünfeld,22
Stadt,Hünfelden,H,Hünfelden,2
Stadt,Hungen,H,Hungen,13
Stadt,Hungenroth,H,Hungenroth,1
Stadt,Hünstetten,H,Hünstetten,3
Stadt,Hünxe,H,Hünxe,43
Stadt,Hunzel,H,Hunzel,1
Stadt,Hupperath,H,Hupperath,1
Stadt,Hurlach,H,Hurlach,5
Stadt,Hürtgenwald,H,Hürtgenwald,10
Stadt,Hürth,H,Hürth,52
Stadt,Hürup,H,Hürup,2
Stadt,Husby,H,Husby,3
Stadt,Husum,H,Husum,127
Stadt,Hütschenhausen,H,Hütschenhausen,3
Stadt,Hüttblek,H,Hüttblek,1
Stadt,Hütten,H,Hütten,239
Stadt,Hüttenberg,H,Hüttenberg,24
Stadt,Hüttener Berge,H,Hüttener Berge,4
Stadt,Hüttener Berge,H,Hüttener Berge,6
Stadt,Hutthurm,H,Hutthurm,4
Stadt,Hüttisheim,H,Hüttisheim,1
Stadt,Hüttlingen,H,Hüttlingen,1
Stadt,Hüven,H,Hüven,2
Stadt,Huy,H,Huy,15
Stadt,Ibach,I,Ibach,10
Stadt,Ibbenbüren,I,Ibbenbüren,46
Stadt,Ichenhausen,I,Ichenhausen,4
Stadt,Icking,I,Icking,7
Stadt,Idar-Oberstein,I,Idar-Oberstein,48
Stadt,Iden,I,Iden,8
Stadt,Idstedt,I,Idstedt,2
Stadt,Idstein,I,Idstein,37
Stadt,Iffeldorf,I,Iffeldorf,15
Stadt,Iffezheim,I,Iffezheim,8
Stadt,Igel,I,Igel,268
Stadt,Igensdorf,I,Igensdorf,1
Stadt,Igersheim,I,Igersheim,4
Stadt,Iggingen,I,Iggingen,1
Stadt,Igling,I,Igling,6
Stadt,Ihlow,I,Ihlow,13
Stadt,Ihringen,I,Ihringen,4
Stadt,Ihrlerstein,I,Ihrlerstein,1
Stadt,Ilbesheim,I,Ilbesheim,3
Stadt,Illerkirchberg,I,Illerkirchberg,6
Stadt,Illerrieden,I,Illerrieden,4
Stadt,Illertal,I,Illertal,5
Stadt,Illertissen,I,Illertissen,24
Stadt,Illerwinkel,I,Illerwinkel,1
Stadt,Illesheim,I,Illesheim,1
Stadt,Illingen,I,Illingen,15
Stadt,Illmensee,I,Illmensee,3
Stadt,Illschwang,I,Illschwang,1
Stadt,Ilmenau,I,Ilmenau,104
Stadt,Ilmmünster,I,Ilmmünster,1
Stadt,Ilmtal-Weinstraße,I,Ilmtal-Weinstraße,1
Stadt,Ilsede,I,Ilsede,17
Stadt,Ilsfeld,I,Ilsfeld,10
Stadt,Ilshofen,I,Ilshofen,4
Stadt,Ilvesheim,I,Ilvesheim,7
Stadt,Immendingen,I,Immendingen,15
Stadt,Immenhausen,I,Immenhausen,17
Stadt,Immenstaad am Bodensee,I,Immenstaad am Bodensee,2
Stadt,Immenstedt,I,Immenstedt,1
Stadt,Immerath,I,Immerath,3
Stadt,Impflingen,I,Impflingen,6
Stadt,Imsbach,I,Imsbach,2
Stadt,Inchenhofen,I,Inchenhofen,1
Stadt,Inden,I,Inden,16
Stadt,Ingelbach,I,Ingelbach,1
Stadt,Ingelfingen,I,Ingelfingen,5
Stadt,Ingelheim am Rhein,I,Ingelheim am Rhein,5
Stadt,Ingenried,I,Ingenried,6
Stadt,Ingersheim,I,Ingersheim,8
Stadt,Ingersleben,I,Ingersleben,2
Stadt,Ingoldingen,I,Ingoldingen,1
Stadt,Ingolstadt,I,Ingolstadt,467
Stadt,Insel Hiddensee,I,Insel Hiddensee,10
Stadt,Insel Hiddensee,I,Insel Hiddensee,13
Stadt,Insel Poel,I,Insel Poel,7
Stadt,Insel Poel,I,Insel Poel,8
Stadt,Insul,I,Insul,3
Stadt,Inzell,I,Inzell,22
Stadt,Inzigkofen,I,Inzigkofen,7
Stadt,Inzlingen,I,Inzlingen,10
Stadt,Iphofen,I,Iphofen,14
Stadt,Ippenschied,I,Ippenschied,1
Stadt,Ipsheim,I,Ipsheim,5
Stadt,Irchenrieth,I,Irchenrieth,2
Stadt,Irlbach,I,Irlbach,3
Stadt,Irmenach,I,Irmenach,1
Stadt,Irmtraut,I,Irmtraut,2
Stadt,Irndorf,I,Irndorf,1
Stadt,Irrel,I,Irrel,6
Stadt,Irsch,I,Irsch,4
Stadt,Irschenberg,I,Irschenberg,17
Stadt,Irsee,I,Irsee,6
Stadt,Isen,I,Isen,19
Stadt,Isenburg,I,Isenburg,14
Stadt,Isenbüttel,I,Isenbüttel,12
Stadt,Iserlohn,I,Iserlohn,239
Stadt,Isernhagen,I,Isernhagen,25
Stadt,Ismaning,I,Ismaning,29
Stadt,Isny im Allgäu,I,Isny im Allgäu,2
Stadt,Isselburg,I,Isselburg,17
Stadt,Issigau,I,Issigau,2
Stadt,Issum,I,Issum,18
Stadt,Isterberg,I,Isterberg,3
Stadt,Itterbeck,I,Itterbeck,1
Stadt,Ittlingen,I,Ittlingen,1
Stadt,Itzehoe,I,Itzehoe,57
Stadt,Itzgrund,I,Itzgrund,4
Stadt,Itzstedt,I,Itzstedt,6
Stadt,Iven,I,Iven,6
Stadt,Ivenack,I,Ivenack,2
Stadt,Jabel,J,Jabel,1
Stadt,Jachenau,J,Jachenau,12
Stadt,Jacobsdorf,J,Jacobsdorf,1
Stadt,Jade,J,Jade,129
Stadt,Jagel,J,Jagel,9
Stadt,Jagsthausen,J,Jagsthausen,4
Stadt,Jagstzell,J,Jagstzell,3
Stadt,Jahrsdorf,J,Jahrsdorf,3
Stadt,Jakobsdorf,J,Jakobsdorf,1
Stadt,Jameln,J,Jameln,1
Stadt,Jamlitz,J,Jamlitz,2
Stadt,Jandelsbrunn,J,Jandelsbrunn,2
Stadt,Jänschwalde,J,Jänschwalde,14
Stadt,Jarmen,J,Jarmen,7
Stadt,Jatznick,J,Jatznick,4
Stadt,Jelmstorf,J,Jelmstorf,2
Stadt,Jembke,J,Jembke,1
Stadt,Jemgum,J,Jemgum,6
Stadt,Jena,J,Jena,990
Stadt,Jengen,J,Jengen,1
Stadt,Jerichow,J,Jerichow,17
Stadt,Jersbek,J,Jersbek,3
Stadt,Jerxheim,J,Jerxheim,4
Stadt,Jesberg,J,Jesberg,3
Stadt,Jesendorf,J,Jesendorf,2
Stadt,Jesenwang,J,Jesenwang,3
Stadt,Jesewitz,J,Jesewitz,3
Stadt,Jesteburg,J,Jesteburg,8
Stadt,Jestetten,J,Jestetten,4
Stadt,Jettenbach,J,Jettenbach,2
Stadt,Jettingen,J,Jettingen,5
Stadt,Jettingen-Scheppach,J,Jettingen-Scheppach,1
Stadt,Jetzendorf,J,Jetzendorf,7
Stadt,Jevenstedt,J,Jevenstedt,5
Stadt,Jever,J,Jever,53
Stadt,Joachimsthal,J,Joachimsthal,17
Stadt,Jockgrim,J,Jockgrim,16
Stadt,Johannesberg,J,Johannesberg,12
Stadt,Johanngeorgenstadt,J,Johanngeorgenstadt,24
Stadt,Jöhstadt,J,Jöhstadt,7
Stadt,Joldelund,J,Joldelund,1
Stadt,Jonsdorf,J,Jonsdorf,2
Stadt,Jördenstorf,J,Jördenstorf,1
Stadt,Jork,J,Jork,10
Stadt,Jörl,J,Jörl,2
Stadt,Jossgrund,J,Jossgrund,7
Stadt,Jübar,J,Jübar,1
Stadt,Jübek,J,Jübek,3
Stadt,Jüchen,J,Jüchen,72
Stadt,Jucken,J,Jucken,25
Stadt,Jugenheim in Rheinhessen,J,Jugenheim in Rheinhessen,1
Stadt,Jühnde,J,Jühnde,4
Stadt,Juist,J,Juist,32
Stadt,Julbach,J,Julbach,5
Stadt,Jülich,J,Jülich,190
Stadt,Juliusburg,J,Juliusburg,3
Stadt,Jümme,J,Jümme,5
Stadt,Jungingen,J,Jungingen,8
Stadt,Jünkerath,J,Jünkerath,8
Stadt,Jürgenshagen,J,Jürgenshagen,1
Stadt,Jürgenstorf,J,Jürgenstorf,2
Stadt,Jüterbog,J,Jüterbog,65
Stadt,Kaarst,K,Kaarst,22
Stadt,Kabelsketal,K,Kabelsketal,1
Stadt,Käbschütztal,K,Käbschütztal,1
Stadt,Kaden,K,Kaden,17
Stadt,Kadenbach,K,Kadenbach,1
Stadt,Kahla,K,Kahla,18
Stadt,Kail,K,Kail,8
Stadt,Kaisborstel,K,Kaisborstel,2
Stadt,Kaiser-Wilhelm-Koog,K,Kaiser-Wilhelm-Koog,1
Stadt,Kaiserpfalz,K,Kaiserpfalz,26
Stadt,Kaisersbach,K,Kaisersbach,5
Stadt,Kaisersesch,K,Kaisersesch,15
Stadt,Kaiserslautern,K,Kaiserslautern,664
Stadt,Kaisheim,K,Kaisheim,17
Stadt,Kakenstorf,K,Kakenstorf,1
Stadt,Kalbach,K,Kalbach,5
Stadt,Kalbe,K,Kalbe,14
Stadt,Kälberberg,K,Kälberberg,1
Stadt,Kalbsrieth,K,Kalbsrieth,2
Stadt,Kalchreuth,K,Kalchreuth,1
Stadt,Kalefeld,K,Kalefeld,6
Stadt,Kalenborn,K,Kalenborn,4
Stadt,Kalkar,K,Kalkar,32
Stadt,Kalkhorst,K,Kalkhorst,3
Stadt,Kalkofen,K,Kalkofen,20
Stadt,Kall,K,Kall,17
Stadt,Kalletal,K,Kalletal,20
Stadt,Kallmünz,K,Kallmünz,4
Stadt,Kallstadt,K,Kallstadt,4
Stadt,Kalt,K,Kalt,19
Stadt,Kaltenborn,K,Kaltenborn,8
Stadt,Kaltenengers,K,Kaltenengers,1
Stadt,Kaltenkirchen,K,Kaltenkirchen,27
Stadt,Kaltennordheim,K,Kaltennordheim,1
Stadt,Kaltental,K,Kaltental,7
Stadt,Kamen,K,Kamen,62
Stadt,Kamenz,K,Kamenz,105
Stadt,Kammerforst,K,Kammerforst,2
Stadt,Kammerstein,K,Kammerstein,1
Stadt,Kamp-Bornhofen,K,Kamp-Bornhofen,2
Stadt,Kamp-Lintfort,K,Kamp-Lintfort,56
Stadt,Kandel,K,Kandel,35
Stadt,Kandern,K,Kandern,46
Stadt,Kanzach,K,Kanzach,4
Stadt,Kanzem,K,Kanzem,1
Stadt,Kapellendorf,K,Kapellendorf,3
Stadt,Kapfenburg,K,Kapfenburg,7
Stadt,Kappel,K,Kappel,45
Stadt,Kappel-Grafenhausen,K,Kappel-Grafenhausen,4
Stadt,Kappeln,K,Kappeln,31
Stadt,Kappelrodeck,K,Kappelrodeck,6
Stadt,Kapsweyer,K,Kapsweyer,2
Stadt,Karbach,K,Karbach,9
Stadt,Karben,K,Karben,14
Stadt,Karby,K,Karby,1
Stadt,Karenz,K,Karenz,17
Stadt,Karl,K,Karl,3261
Stadt,Karlsbad,K,Karlsbad,48
Stadt,Karlsburg,K,Karlsburg,4
Stadt,Karlsdorf,K,Karlsdorf,4
Stadt,Karlsdorf-Neuthard,K,Karlsdorf-Neuthard,6
Stadt,Karlsfeld,K,Karlsfeld,40
Stadt,Karlshagen,K,Karlshagen,3
Stadt,Karlshausen,K,Karlshausen,1
Stadt,Karlshuld,K,Karlshuld,2
Stadt,Karlskron,K,Karlskron,2
Stadt,Karlsruhe,K,Karlsruhe,1950
Stadt,Karlstadt,K,Karlstadt,30
Stadt,Karlum,K,Karlum,3
Stadt,Karnin,K,Karnin,3
Stadt,Karolinenkoog,K,Karolinenkoog,1
Stadt,Karrenzin,K,Karrenzin,1
Stadt,Karsbach,K,Karsbach,1
Stadt,Karsdorf,K,Karsdorf,3
Stadt,Karstädt,K,Karstädt,4
Stadt,Karwitz,K,Karwitz,1
Stadt,Kasbach-Ohlenberg,K,Kasbach-Ohlenberg,2
Stadt,Kaschenbach,K,Kaschenbach,1
Stadt,Kasdorf,K,Kasdorf,1
Stadt,Kasel,K,Kasel,9
Stadt,Kasendorf,K,Kasendorf,3
Stadt,Kassel,K,Kassel,1191
Stadt,Kassow,K,Kassow,2
Stadt,Kastellaun,K,Kastellaun,28
Stadt,Kastl,K,Kastl,22
Stadt,Kastorf,K,Kastorf,1
Stadt,Katharinenheerd,K,Katharinenheerd,2
Stadt,Katlenburg-Lindau,K,Katlenburg-Lindau,5
Stadt,Katzenbach,K,Katzenbach,8
Stadt,Katzenelnbogen,K,Katzenelnbogen,11
Stadt,Katzhütte,K,Katzhütte,9
Stadt,Katzow,K,Katzow,1
Stadt,Katzweiler,K,Katzweiler,1
Stadt,Katzwinkel,K,Katzwinkel,1
Stadt,Kaub,K,Kaub,12
Stadt,Kauern,K,Kauern,3
Stadt,Kaufbeuren,K,Kaufbeuren,114
Stadt,Kaufering,K,Kaufering,30
Stadt,Kaufungen,K,Kaufungen,18
Stadt,Kaulsdorf,K,Kaulsdorf,12
Stadt,Kausen,K,Kausen,1
Stadt,Kayhude,K,Kayhude,2
Stadt,Kefenrod,K,Kefenrod,5
Stadt,Kehl,K,Kehl,224
Stadt,Kehlbach,K,Kehlbach,2
Stadt,Kehrig,K,Kehrig,2
Stadt,Keila,K,Keila,1
Stadt,Kelberg,K,Kelberg,7
Stadt,Kelheim,K,Kelheim,78
Stadt,Kell am See,K,Kell am See,3
Stadt,Kella,K,Kella,1
Stadt,Kellenbach,K,Kellenbach,1
Stadt,Kellinghusen,K,Kellinghusen,13
Stadt,Kelsterbach,K,Kelsterbach,17
Stadt,Keltern,K,Keltern,8
Stadt,Kemberg,K,Kemberg,11
Stadt,Kemmern,K,Kemmern,5
Stadt,Kemnath,K,Kemnath,9
Stadt,Kemnitz,K,Kemnitz,10
Stadt,Kempen,K,Kempen,71
Stadt,Kempenich,K,Kempenich,5
Stadt,Kenn,K,Kenn,12
Stadt,Kenzingen,K,Kenzingen,6
Stadt,Kerben,K,Kerben,21
Stadt,Kerken,K,Kerken,14
Stadt,Kernen im Remstal,K,Kernen im Remstal,3
Stadt,Kerpen,K,Kerpen,44
Stadt,Kesfeld,K,Kesfeld,1
Stadt,Kesseling,K,Kesseling,4
Stadt,Kesten,K,Kesten,8
Stadt,Ketsch,K,Ketsch,16
Stadt,Kettenheim,K,Kettenheim,2
Stadt,Kettenkamp,K,Kettenkamp,3
Stadt,Kettig,K,Kettig,3
Stadt,Ketzin/Havel,K,Ketzin/Havel,2
Stadt,Kevelaer,K,Kevelaer,90
Stadt,Kiebitzreihe,K,Kiebitzreihe,2
Stadt,Kiedrich,K,Kiedrich,7
Stadt,Kiefersfelden,K,Kiefersfelden,14
Stadt,Kiel,K,Kiel,1954
Stadt,Kienberg,K,Kienberg,7
Stadt,Kierspe,K,Kierspe,23
Stadt,Kieselbronn,K,Kieselbronn,1
Stadt,Kindenheim,K,Kindenheim,1
Stadt,Kinderbeuern,K,Kinderbeuern,1
Stadt,Kinding,K,Kinding,4
Stadt,Kindsbach,K,Kindsbach,4
Stadt,Kinheim,K,Kinheim,1
Stadt,Kinsau,K,Kinsau,3
Stadt,Kipfenberg,K,Kipfenberg,3
Stadt,Kippenheim,K,Kippenheim,10
Stadt,Kirburg,K,Kirburg,2
Stadt,Kirchanschöring,K,Kirchanschöring,5
Stadt,Kirchardt,K,Kirchardt,2
Stadt,Kirchberg,K,Kirchberg,189
Stadt,Kirchberg an der Jagst,K,Kirchberg an der Jagst,4
Stadt,Kirchberg an der Murr,K,Kirchberg an der Murr,3
Stadt,Kirchbrak,K,Kirchbrak,1
Stadt,Kirchdorf,K,Kirchdorf,113
Stadt,Kirchdorf an der Iller,K,Kirchdorf an der Iller,1
Stadt,Kirchehrenbach,K,Kirchehrenbach,5
Stadt,Kirchenlamitz,K,Kirchenlamitz,3
Stadt,Kirchenpingarten,K,Kirchenpingarten,2
Stadt,Kirchensittenbach,K,Kirchensittenbach,3
Stadt,Kirchentellinsfurt,K,Kirchentellinsfurt,2
Stadt,Kirchenthumbach,K,Kirchenthumbach,3
Stadt,Kirchgandern,K,Kirchgandern,1
Stadt,Kirchgellersen,K,Kirchgellersen,1
Stadt,Kirchhain,K,Kirchhain,20
Stadt,Kirchham,K,Kirchham,1
Stadt,Kirchhaslach,K,Kirchhaslach,2
Stadt,Kirchheim,K,Kirchheim,121
Stadt,Kirchheim am Neckar,K,Kirchheim am Neckar,4
Stadt,Kirchheim am Ries,K,Kirchheim am Ries,3
Stadt,Kirchheim an der Weinstraße,K,Kirchheim an der Weinstraße,1
Stadt,Kirchheim unter Teck,K,Kirchheim unter Teck,23
Stadt,Kirchheimbolanden,K,Kirchheimbolanden,29
Stadt,Kirchhundem,K,Kirchhundem,19
Stadt,Kirchlauter,K,Kirchlauter,1
Stadt,Kirchlengern,K,Kirchlengern,17
Stadt,Kirchlinteln,K,Kirchlinteln,11
Stadt,Kirchroth,K,Kirchroth,2
Stadt,Kirchsahr,K,Kirchsahr,3
Stadt,Kirchseelte,K,Kirchseelte,5
Stadt,Kirchseeon,K,Kirchseeon,16
Stadt,Kirchtimke,K,Kirchtimke,1
Stadt,Kirchweidach,K,Kirchweidach,2
Stadt,Kirchweiler,K,Kirchweiler,2
Stadt,Kirchzarten,K,Kirchzarten,20
Stadt,Kirchzell,K,Kirchzell,4
Stadt,Kirf,K,Kirf,2
Stadt,Kirkel,K,Kirkel,8
Stadt,Kirn,K,Kirn,25
Stadt,Kirrweiler,K,Kirrweiler,1
Stadt,Kirtorf,K,Kirtorf,5
Stadt,Kisdorf,K,Kisdorf,7
Stadt,Kisselbach,K,Kisselbach,3
Stadt,Kissenbrück,K,Kissenbrück,1
Stadt,Kissing,K,Kissing,14
Stadt,Kißlegg,K,Kißlegg,14
Stadt,Kist,K,Kist,4
Stadt,Kittendorf,K,Kittendorf,1
Stadt,Kittlitz,K,Kittlitz,7
Stadt,Kitzingen,K,Kitzingen,71
Stadt,Kitzscher,K,Kitzscher,9
Stadt,Klausdorf,K,Klausdorf,7
Stadt,Klausen,K,Klausen,14
Stadt,Klein Barkau,K,Klein Barkau,1
Stadt,Klein Bennebek,K,Klein Bennebek,1
Stadt,Klein Berßen,K,Klein Berßen,3
Stadt,Klein Bünzow,K,Klein Bünzow,1
Stadt,Klein Nordende,K,Klein Nordende,1
Stadt,Klein Offenseth-Sparrieshoop,K,Klein Offenseth-Sparrieshoop,1
Stadt,Klein Rheide,K,Klein Rheide,1
Stadt,Klein Rönnau,K,Klein Rönnau,3
Stadt,Klein Trebbow,K,Klein Trebbow,1
Stadt,Klein Vielen,K,Klein Vielen,3
Stadt,Klein Vielen,K,Klein Vielen,3
Stadt,Klein Wittensee,K,Klein Wittensee,1
Stadt,Klein-Winternheim,K,Klein-Winternheim,5
Stadt,Kleinaitingen,K,Kleinaitingen,1
Stadt,Kleinblittersdorf,K,Kleinblittersdorf,17
Stadt,Kleines Wiesental,K,Kleines Wiesental,6
Stadt,Kleines Wiesental,K,Kleines Wiesental,6
Stadt,Kleinfischlingen,K,Kleinfischlingen,1
Stadt,Kleinfurra,K,Kleinfurra,1
Stadt,Kleinheubach,K,Kleinheubach,3
Stadt,Kleinich,K,Kleinich,2
Stadt,Kleinkahl,K,Kleinkahl,1
Stadt,Kleinkarlbach,K,Kleinkarlbach,1
Stadt,Kleinlangheim,K,Kleinlangheim,1
Stadt,Kleinmachnow,K,Kleinmachnow,32
Stadt,Kleinmaischeid,K,Kleinmaischeid,2
Stadt,Kleinniedesheim,K,Kleinniedesheim,1
Stadt,Kleinostheim,K,Kleinostheim,5
Stadt,Kleinrinderfeld,K,Kleinrinderfeld,3
Stadt,Kleinschwabhausen,K,Kleinschwabhausen,1
Stadt,Kleinsteinhausen,K,Kleinsteinhausen,1
Stadt,Kleinwallstadt,K,Kleinwallstadt,10
Stadt,Klettbach,K,Klettbach,2
Stadt,Klettgau,K,Klettgau,12
Stadt,Kletzin,K,Kletzin,2
Stadt,Kleve,K,Kleve,293
Stadt,Klietz,K,Klietz,1
Stadt,Klingelbach,K,Klingelbach,2
Stadt,Klingenberg,K,Klingenberg,31
Stadt,Klingenmünster,K,Klingenmünster,9
Stadt,Klingenthal,K,Klingenthal,42
Stadt,Klink,K,Klink,37
Stadt,Klinkrade,K,Klinkrade,1
Stadt,Klipphausen,K,Klipphausen,10
Stadt,Klixbüll,K,Klixbüll,2
Stadt,Klocksin,K,Klocksin,1
Stadt,Kloster Lehnin,K,Kloster Lehnin,5
Stadt,Kloster Lehnin,K,Kloster Lehnin,8
Stadt,Kloster Tempzin,K,Kloster Tempzin,1
Stadt,Kloster Veßra,K,Kloster Veßra,1
Stadt,Klosterlechfeld,K,Klosterlechfeld,1
Stadt,Klostermansfeld,K,Klostermansfeld,3
Stadt,Klotten,K,Klotten,3
Stadt,Klötze,K,Klötze,14
Stadt,Kluse,K,Kluse,11
Stadt,Klüsserath,K,Klüsserath,2
Stadt,Klütz,K,Klütz,13
Stadt,Knetzgau,K,Knetzgau,5
Stadt,Knittelsheim,K,Knittelsheim,1
Stadt,Knittlingen,K,Knittlingen,3
Stadt,Knöringen,K,Knöringen,1
Stadt,Knüllwald,K,Knüllwald,8
